,Percent_winter,Percent_spring,Percent_summer,Percent_fall,period,rcp,zone
GFDL-ESM2G,104.3178585369127,88.26288093671616,77.08521884971024,105.785585622028,2070-2099,rcp85,Contributing Zone
GFDL-ESM2M,75.72835665614296,87.97734215591966,92.82767937269045,77.0414799024983,2070-2099,rcp85,Contributing Zone
HadGEM2-CC365,95.18686154922462,91.82582503358894,73.31062284460302,118.72199791296667,2070-2099,rcp85,Contributing Zone
HadGEM2-ES365,89.05610194006859,118.05251231111475,71.19672369876022,127.52206772270549,2070-2099,rcp85,Contributing Zone
inmcm4,67.49681760100518,81.70341094270633,133.27526338935684,79.17930777823648,2070-2099,rcp85,Contributing Zone
IPSL-CM5A-LR,54.75904104034619,66.2240302949988,75.85494126535951,92.06285973762228,2070-2099,rcp85,Contributing Zone
IPSL-CM5A-MR,41.97586757486563,62.51814987133565,84.16452994917158,81.32989944336195,2070-2099,rcp85,Contributing Zone
IPSL-CM5B-LR,81.37959972443262,97.76852518653425,106.22542885563138,136.68138361126404,2070-2099,rcp85,Contributing Zone
MIROC-ESM-CHEM,86.48799133940638,85.314455325896,98.40931803346965,96.47243376433539,2070-2099,rcp85,Contributing Zone
MIROC-ESM,130.81986900044234,79.17901739303568,92.1694357449642,104.11923846614587,2070-2099,rcp85,Contributing Zone
MIROC5,89.94951920822213,93.14713667178776,113.78827080905296,80.7663075305922,2070-2099,rcp85,Contributing Zone
MRI-CGCM3,71.3407559593255,96.34425417955576,83.35826214081192,116.98618891611983,2070-2099,rcp85,Contributing Zone
NorESM1-M,72.9006032023333,94.0124517284458,104.66197095970576,80.5277483476917,2070-2099,rcp85,Contributing Zone
